"APPLICATION_ID","DEALER_ID","APP_DATE","REQUESTED_AMOUNT","REQUESTED_TERM","CREDIT_TIER","DECISION"
"APP-CA473974EE25","D1002","2026-06-01",43600,72,"Subprime","Booked"
"APP-FD4CC9C2E306","D1002","2026-06-01",44900,84,"Prime","Booked"
"APP-9399BD2D12AC","D1002","2026-06-02",50400,84,"Prime","Declined"
"APP-6098B501B6E0","D1002","2026-06-02",27100,72,"Subprime","Approved"
"APP-C65E724DAF08","D1002","2026-06-02",53000,84,"Prime","Booked"
"APP-60695E839537","D1002","2026-06-02",52200,72,"Prime","Booked"
"APP-1A00944C318F","D1002","2026-06-02",57500,84,"Prime","Booked"
"APP-B3E4506E821B","D1002","2026-06-02",54100,72,"Prime","Approved"
"APP-23D2D549667E","D1002","2026-06-02",48400,72,"Prime","Booked"
"APP-DE61D37D7EF6","D1002","2026-06-02",37700,72,"Subprime","Booked"
"APP-293DD174FBB5","D1002","2026-06-02",55600,60,"Subprime","Approved"
"APP-97CC0A522AF2","D1002","2026-06-02",64000,72,"Prime","Booked"
"APP-9C94CA2B2B40","D1002","2026-06-02",55200,72,"Prime","Booked"
"APP-728CD7192BA8","D1002","2026-06-03",46600,72,"Prime","Approved"
"APP-306751872D96","D1002","2026-06-03",47300,60,"Prime","Booked"
"APP-A5B5AFBB8C4E","D1002","2026-06-03",59700,72,"Prime","Booked"
"APP-FB4B1ABA999E","D1002","2026-06-03",54900,84,"Prime","Declined"
"APP-3BAC8F2F5B11","D1002","2026-06-03",42500,60,"Prime","Booked"
"APP-5AD61E712FCA","D1002","2026-06-03",39600,60,"Prime","Declined"
"APP-3C9BC4A00D6E","D1002","2026-06-03",63300,84,"Prime","Approved"
"APP-33A90EB65A30","D1002","2026-06-03",43000,60,"Subprime","Declined"
"APP-C989528606F1","D1002","2026-06-03",52400,72,"Prime","Declined"
"APP-DB69D24A3A3F","D1002","2026-06-03",51700,72,"Prime","Approved"
"APP-A1955D14AA45","D1002","2026-06-03",32700,84,"Subprime","Booked"
"APP-0DD06348DAA5","D1002","2026-06-04",46300,72,"Prime","Booked"
"APP-6E9662D9171F","D1002","2026-06-04",63600,84,"Near_Prime","Booked"
"APP-C53A5855757F","D1002","2026-06-04",47400,72,"Near_Prime","Booked"
"APP-CDAEC9B5A6D3","D1002","2026-06-04",58500,84,"Prime","Approved"
"APP-27F16019EF6C","D1002","2026-06-04",64900,84,"Prime","Booked"
"APP-7AA74B1DA444","D1002","2026-06-04",57100,72,"Prime","Booked"
"APP-E6BDF4B6BDE9","D1002","2026-06-04",48200,72,"Prime","Declined"
"APP-D48C72A27B0C","D1002","2026-06-04",44600,60,"Subprime","Booked"
"APP-42F75FFCC66C","D1002","2026-06-04",45600,48,"Prime","Approved"
"APP-AEFDEF03B946","D1002","2026-06-05",50500,48,"Prime","Approved"
"APP-918A939411C7","D1002","2026-06-05",42300,72,"Prime","Declined"
"APP-40D70FB66B30","D1002","2026-06-05",25200,84,"Near_Prime","Booked"
"APP-366DE16D6FD0","D1002","2026-06-05",55900,84,"Prime","Declined"
"APP-150AE824893F","D1002","2026-06-05",44500,48,"Prime","Approved"
"APP-EA89864E366A","D1002","2026-06-05",50900,84,"Prime","Declined"
"APP-1DD6519DC18A","D1002","2026-06-05",50200,72,"Prime","Booked"
"APP-D061534CFC4E","D1002","2026-06-05",24000,72,"Subprime","Booked"
"APP-14995B71E65D","D1002","2026-06-05",47600,72,"Near_Prime","Booked"
"APP-BAA1D5E055EA","D1002","2026-06-06",44900,72,"Subprime","Booked"
"APP-FF26837818D7","D1002","2026-06-06",55900,72,"Prime","Booked"
"APP-18700C05764C","D1002","2026-06-06",42600,72,"Subprime","Approved"
"APP-B97834B82F4D","D1002","2026-06-06",59000,60,"Near_Prime","Declined"
"APP-61922B8DC780","D1002","2026-06-07",40300,60,"Prime","Booked"
"APP-8CC85728912B","D1002","2026-06-07",57700,72,"Prime","Booked"
"APP-0AF9B4176762","D1002","2026-06-07",50400,48,"Prime","Booked"
"APP-D8CC6EB15F6C","D1002","2026-06-07",48700,48,"Prime","Booked"
"APP-3B2C86A6D26E","D1002","2026-06-07",47000,84,"Prime","Declined"
"APP-70C583349D81","D1002","2026-06-07",52000,60,"Prime","Booked"
"APP-9FCBA8328255","D1002","2026-06-08",64700,84,"Prime","Declined"
"APP-0FD09F61B105","D1002","2026-06-08",43900,60,"Subprime","Declined"
"APP-16076E6987B6","D1002","2026-06-08",47900,72,"Prime","Declined"
"APP-429BE6AE5EA1","D1002","2026-06-08",49500,60,"Prime","Booked"
"APP-15625F202870","D1002","2026-06-08",44000,84,"Prime","Booked"
"APP-9ABD7AC9C5C3","D1002","2026-06-08",51100,60,"Prime","Booked"
"APP-70D446B7116B","D1002","2026-06-08",56200,72,"Prime","Booked"
"APP-EB6B75510A38","D1002","2026-06-09",44700,60,"Prime","Booked"
"APP-A359107AED63","D1002","2026-06-09",53100,72,"Subprime","Booked"
"APP-0696CB2509D4","D1002","2026-06-09",48000,72,"Prime","Booked"
"APP-661E24F31DBD","D1002","2026-06-09",47600,60,"Prime","Booked"
"APP-77A9E6A4B648","D1002","2026-06-09",56700,72,"Prime","Approved"
"APP-913A07239807","D1002","2026-06-09",58700,84,"Near_Prime","Declined"
"APP-EDD77E370907","D1002","2026-06-09",49600,60,"Prime","Declined"
"APP-A7CE0B6D2AFE","D1002","2026-06-09",44300,72,"Prime","Booked"
"APP-1F3099F7764F","D1002","2026-06-09",56100,60,"Prime","Declined"
"APP-6205682128CD","D1002","2026-06-09",58800,72,"Near_Prime","Declined"
"APP-0A0470C3FD9B","D1002","2026-06-10",46900,84,"Prime","Booked"
"APP-32C10CB5AFEA","D1002","2026-06-10",54000,72,"Prime","Declined"
"APP-CC7FBB7301CF","D1002","2026-06-10",34400,72,"Prime","Approved"
"APP-E2F2317A3165","D1002","2026-06-10",44500,48,"Prime","Declined"
"APP-5727511BF499","D1002","2026-06-10",56600,60,"Prime","Approved"
"APP-111499F7ABBE","D1002","2026-06-10",45100,72,"Near_Prime","Approved"
"APP-D69DC1F53D76","D1002","2026-06-10",61700,48,"Prime","Approved"
"APP-E876E0287863","D1002","2026-06-10",68000,72,"Near_Prime","Booked"
"APP-8876C9143F37","D1002","2026-06-10",47400,72,"Near_Prime","Declined"
"APP-5F3939630F25","D1002","2026-06-11",53500,72,"Prime","Approved"
"APP-53FCC0849B64","D1002","2026-06-11",40300,84,"Subprime","Booked"
"APP-CCDEF43621E2","D1002","2026-06-11",58500,72,"Prime","Booked"
"APP-4A845BFA8A38","D1002","2026-06-11",49900,72,"Prime","Booked"
"APP-74625B7AE462","D1002","2026-06-11",60400,72,"Prime","Declined"
"APP-E7D52865F830","D1002","2026-06-11",40400,60,"Subprime","Declined"
"APP-FE1C29CDFBDC","D1002","2026-06-11",45400,72,"Prime","Booked"
"APP-C42ED9059D61","D1002","2026-06-11",51000,72,"Prime","Declined"
"APP-D59588216AF7","D1002","2026-06-11",55000,72,"Prime","Approved"
"APP-34BFADF21D54","D1002","2026-06-11",41600,60,"Subprime","Declined"
"APP-3E24BAE2B118","D1002","2026-06-11",41800,84,"Near_Prime","Booked"
"APP-1772D4113E14","D1002","2026-06-12",55700,72,"Prime","Approved"
"APP-382893E25AE1","D1002","2026-06-12",51000,84,"Prime","Declined"
"APP-461B56AACC3B","D1002","2026-06-12",55800,60,"Near_Prime","Approved"
"APP-3ED081787D7A","D1002","2026-06-12",47100,72,"Prime","Booked"
"APP-E3A551D57314","D1002","2026-06-12",42900,72,"Near_Prime","Booked"
"APP-8812F48CD084","D1002","2026-06-12",46900,60,"Subprime","Booked"
"APP-7AD74035B566","D1002","2026-06-12",52200,72,"Prime","Approved"
"APP-3B0582E874C9","D1002","2026-06-12",42700,60,"Near_Prime","Approved"
"APP-83106D9755C2","D1002","2026-06-13",59700,72,"Near_Prime","Booked"
"APP-C3C477B1AE97","D1002","2026-06-13",45800,60,"Prime","Booked"
"APP-F61B7B937676","D1002","2026-06-13",54900,48,"Prime","Declined"
"APP-B58FD9A0429C","D1002","2026-06-13",51000,84,"Near_Prime","Declined"
"APP-B4F1C2822B86","D1002","2026-06-13",52500,72,"Prime","Approved"
"APP-28A1CBEBEFF8","D1002","2026-06-13",59200,60,"Prime","Booked"
"APP-6F15F754F41C","D1002","2026-06-14",42800,72,"Prime","Booked"
"APP-0810DBCF5953","D1002","2026-06-14",38500,72,"Prime","Approved"
"APP-56823AA72736","D1002","2026-06-14",70500,48,"Prime","Declined"
"APP-DE80385A5A49","D1002","2026-06-14",40500,60,"Prime","Approved"
"APP-D14D021B4041","D1002","2026-06-15",49000,60,"Prime","Booked"
"APP-C6A720E12E1A","D1002","2026-06-15",47700,60,"Near_Prime","Booked"
"APP-B1254C370F90","D1002","2026-06-15",53300,72,"Near_Prime","Booked"
"APP-6A19878A1A69","D1002","2026-06-15",38800,72,"Near_Prime","Booked"
"APP-E17303D7DF4E","D1002","2026-06-15",52300,84,"Prime","Approved"
"APP-775620B73DA0","D1002","2026-06-15",59800,84,"Prime","Declined"
"APP-6B12FB2C38C1","D1002","2026-06-15",48500,72,"Prime","Approved"
"APP-F5FFB4370343","D1002","2026-06-15",54300,84,"Subprime","Booked"
"APP-A3E763DD6158","D1002","2026-06-15",42900,60,"Prime","Booked"
"APP-03C235932F0B","D1002","2026-06-15",44000,48,"Near_Prime","Booked"
"APP-71E4D2DF57B0","D1002","2026-06-15",55400,60,"Near_Prime","Booked"
"APP-56C71EFFABB1","D1002","2026-06-16",65500,60,"Prime","Approved"
"APP-F060606AB635","D1002","2026-06-16",63100,60,"Prime","Booked"
"APP-5839AC90815E","D1002","2026-06-16",36100,48,"Near_Prime","Approved"
"APP-EE6BF3CA41B0","D1002","2026-06-16",49500,72,"Subprime","Booked"
"APP-DAE416F3B028","D1002","2026-06-16",44500,72,"Near_Prime","Declined"
"APP-EBFB228A9496","D1002","2026-06-16",71800,60,"Prime","Booked"
"APP-14865A4C23D1","D1002","2026-06-16",59600,72,"Prime","Booked"
"APP-AC0C6C9D7637","D1002","2026-06-17",49500,72,"Prime","Booked"
"APP-D1948D2F7F75","D1002","2026-06-17",59800,72,"Near_Prime","Approved"
"APP-F068AFC663EA","D1002","2026-06-17",50200,60,"Prime","Booked"
"APP-81B075E6A31A","D1002","2026-06-17",60200,72,"Prime","Declined"
"APP-B0162A9529E1","D1002","2026-06-17",62100,72,"Prime","Approved"
"APP-94D0BCED4843","D1002","2026-06-17",57500,84,"Prime","Booked"
"APP-14E7AA357864","D1002","2026-06-17",35000,72,"Subprime","Booked"
"APP-B2871E1713E9","D1002","2026-06-17",38500,72,"Prime","Booked"
"APP-8FBDE8021975","D1002","2026-06-17",49300,84,"Prime","Approved"
"APP-212D2B4D7628","D1002","2026-06-17",51000,72,"Subprime","Declined"
"APP-B9FEFC736166","D1002","2026-06-18",59500,84,"Prime","Declined"
"APP-373B71E23086","D1002","2026-06-18",58400,60,"Prime","Approved"
"APP-C1794C32C330","D1002","2026-06-18",44200,84,"Prime","Declined"
"APP-25B28BF012DB","D1002","2026-06-18",49100,60,"Prime","Booked"
"APP-94B179F5A1E2","D1002","2026-06-18",51700,84,"Prime","Booked"
"APP-63BA0AE15520","D1002","2026-06-18",43500,60,"Prime","Declined"
"APP-EB49B667B22C","D1002","2026-06-18",59300,60,"Subprime","Declined"
"APP-6C239289B5BC","D1002","2026-06-18",46600,60,"Prime","Booked"
"APP-0B7AFE6AE2F7","D1002","2026-06-18",40700,72,"Prime","Booked"
"APP-A10FB750A9FD","D1002","2026-06-18",28100,72,"Prime","Booked"
"APP-F8DF01B75F03","D1002","2026-06-18",49600,72,"Prime","Booked"
"APP-E40E0EFB1597","D1002","2026-06-19",42000,60,"Subprime","Approved"
"APP-14A6282FA361","D1002","2026-06-19",55000,84,"Prime","Declined"
"APP-2A9F4E16CA83","D1002","2026-06-19",52100,72,"Near_Prime","Booked"
"APP-E5C6848000F4","D1002","2026-06-19",52900,72,"Subprime","Declined"
"APP-9810089A3714","D1002","2026-06-19",58000,72,"Prime","Booked"
"APP-8B53A138C0B5","D1002","2026-06-19",34900,60,"Subprime","Approved"
"APP-394B0896B088","D1002","2026-06-19",48800,72,"Prime","Approved"
"APP-331A0C84E695","D1002","2026-06-19",49000,72,"Prime","Booked"
"APP-CDCD3DB7D86D","D1002","2026-06-19",44300,72,"Near_Prime","Booked"
"APP-284411F4A5D9","D1002","2026-06-19",61600,48,"Prime","Booked"
"APP-F7BD3CCBE05D","D1002","2026-06-19",53900,72,"Prime","Booked"
"APP-5B89C0EA0251","D1002","2026-06-20",37800,48,"Prime","Booked"
"APP-D99E948FC29E","D1002","2026-06-20",46200,60,"Prime","Declined"
"APP-2AACECF378F3","D1002","2026-06-20",53100,60,"Prime","Booked"
"APP-6F20D5C8214C","D1002","2026-06-20",60900,72,"Prime","Declined"
"APP-9E8A3060226C","D1002","2026-06-20",80100,84,"Prime","Declined"
"APP-C70A2B6C188A","D1002","2026-06-20",53100,72,"Subprime","Booked"
"APP-CDF102E11F3E","D1002","2026-06-21",52000,72,"Near_Prime","Booked"
"APP-06B04122A141","D1002","2026-06-21",49600,84,"Prime","Booked"
"APP-7F2BBD3C2409","D1002","2026-06-21",32500,72,"Subprime","Booked"
"APP-AD6655C6E5EB","D1002","2026-06-21",44200,72,"Prime","Booked"
"APP-BE2248BEBB8F","D1002","2026-06-21",54800,72,"Prime","Approved"
"APP-EDCCFE218391","D1002","2026-06-22",39600,72,"Near_Prime","Booked"
"APP-507C8A1FCE30","D1002","2026-06-22",40000,84,"Subprime","Declined"
"APP-FF4E79DF11EB","D1002","2026-06-22",51900,72,"Subprime","Approved"
"APP-24B53D58BB7F","D1002","2026-06-22",53300,72,"Prime","Booked"
"APP-1C6B15D12E76","D1002","2026-06-22",39300,72,"Prime","Booked"
"APP-C93DEC367654","D1002","2026-06-22",38800,84,"Prime","Declined"
"APP-72E508D08D4F","D1002","2026-06-22",50200,72,"Subprime","Booked"
"APP-D9D93D74FA5A","D1002","2026-06-22",54600,60,"Prime","Booked"
"APP-2A6332912A42","D1002","2026-06-23",48700,72,"Near_Prime","Booked"
"APP-EF3B50C83BD1","D1002","2026-06-23",62900,60,"Near_Prime","Booked"
"APP-F2887198754E","D1002","2026-06-23",51800,72,"Prime","Booked"
"APP-01068ADFC0CA","D1002","2026-06-23",42700,72,"Near_Prime","Booked"
"APP-F96A9195E9C0","D1002","2026-06-23",54400,72,"Prime","Booked"
"APP-F82A23E200F4","D1002","2026-06-23",57800,72,"Prime","Approved"
"APP-9B47A4D05ACA","D1002","2026-06-23",48000,72,"Subprime","Booked"
"APP-D8A4048070F9","D1002","2026-06-23",42300,72,"Near_Prime","Booked"
"APP-C3874BCFE692","D1002","2026-06-24",66300,60,"Prime","Declined"
"APP-90439BE8CC7C","D1002","2026-06-24",62100,72,"Near_Prime","Booked"
"APP-E3843B844A56","D1002","2026-06-24",53500,72,"Near_Prime","Declined"
"APP-8472BBF8AB61","D1002","2026-06-24",67200,84,"Prime","Booked"
"APP-15CA1392871B","D1002","2026-06-24",42500,72,"Prime","Booked"
"APP-1DA1EEF4FAAC","D1002","2026-06-24",31700,72,"Prime","Approved"
"APP-711C72F2E8EA","D1002","2026-06-24",33000,72,"Subprime","Declined"
"APP-3B280E79E21F","D1002","2026-06-24",43700,72,"Prime","Booked"
"APP-C89C21A0C634","D1002","2026-06-24",47700,72,"Prime","Declined"
"APP-F099BB31FBB9","D1002","2026-06-24",64400,72,"Prime","Booked"
"APP-A3A067ECB517","D1002","2026-06-24",59300,72,"Prime","Approved"
"APP-A359F3B5703D","D1002","2026-06-25",44700,72,"Prime","Booked"
"APP-4C2912569334","D1002","2026-06-25",34900,84,"Subprime","Approved"
"APP-C15D5C13A6B1","D1002","2026-06-25",55900,72,"Prime","Declined"
"APP-3D551D115442","D1002","2026-06-25",71100,72,"Prime","Booked"
"APP-E3EC97D7BF49","D1002","2026-06-25",42500,84,"Subprime","Declined"
"APP-634098E57244","D1002","2026-06-25",39500,84,"Subprime","Booked"
"APP-6EC1475ACF57","D1002","2026-06-25",64900,72,"Prime","Approved"
"APP-C27CB212D76F","D1002","2026-06-25",51100,60,"Prime","Booked"
"APP-A0F191EF0638","D1002","2026-06-25",53800,72,"Prime","Approved"
"APP-F639B43CE5E9","D1002","2026-06-25",39800,72,"Subprime","Approved"
"APP-A6DDAF4E9A1C","D1002","2026-06-25",48000,84,"Near_Prime","Declined"
"APP-F47C54876CBF","D1002","2026-06-25",60000,60,"Prime","Booked"
"APP-2C46DC836BD5","D1003","2026-03-28",35300,72,"Prime","Declined"
"APP-4CD7E9E68D4E","D1003","2026-03-28",31800,72,"Prime","Booked"
"APP-BD0B1D9D6322","D1003","2026-03-28",36500,84,"Subprime","Approved"
"APP-0BB33ACD4A39","D1003","2026-03-28",36100,84,"Prime","Approved"
"APP-BB4CE8AFD75B","D1003","2026-03-28",35800,84,"Subprime","Declined"
"APP-0AE499890C59","D1003","2026-03-29",47000,72,"Prime","Booked"
"APP-058D2CF009BF","D1003","2026-03-29",49800,84,"Prime","Declined"
"APP-DFA343F88795","D1003","2026-03-29",47900,60,"Prime","Approved"
"APP-38256FE2DD43","D1003","2026-03-29",37600,72,"Prime","Declined"
"APP-A6D6B8B6CF23","D1003","2026-03-29",40600,60,"Near_Prime","Booked"
"APP-A7FD2EF72BD3","D1003","2026-03-29",33200,72,"Prime","Booked"
"APP-425C3C9E49BD","D1003","2026-03-30",45700,60,"Near_Prime","Declined"
"APP-0E39B9110018","D1003","2026-03-30",41400,72,"Prime","Booked"
"APP-13ABE2BE9BBD","D1003","2026-03-30",45300,72,"Near_Prime","Booked"
"APP-0E166D84E938","D1003","2026-03-30",48800,48,"Near_Prime","Declined"
"APP-92BADEB0708B","D1003","2026-03-30",47100,72,"Prime","Booked"
"APP-8881B82FAFF6","D1003","2026-03-30",37600,84,"Prime","Booked"
"APP-633C337C1787","D1003","2026-03-30",34400,72,"Prime","Booked"
"APP-0C5168D12C0D","D1003","2026-03-30",42500,60,"Prime","Booked"
"APP-94FA304F48E8","D1003","2026-03-31",45800,84,"Prime","Approved"
"APP-A00AFF0FBCCC","D1003","2026-03-31",34300,72,"Prime","Booked"
"APP-18285CCA8D28","D1003","2026-03-31",43000,60,"Subprime","Booked"
"APP-EF503EDBB8B0","D1003","2026-03-31",40800,84,"Prime","Approved"
"APP-7539A494BE83","D1003","2026-03-31",44100,72,"Near_Prime","Booked"
"APP-0091739A0BA3","D1003","2026-03-31",43700,60,"Prime","Approved"
"APP-BACF1D45FC54","D1003","2026-03-31",48400,84,"Prime","Booked"
"APP-69D06AD005E2","D1003","2026-03-31",44800,84,"Prime","Approved"
"APP-DAC2CE3315B1","D1003","2026-03-31",54900,48,"Prime","Declined"
"APP-685889E4E6E5","D1003","2026-04-01",44300,84,"Near_Prime","Approved"
"APP-426A533F24D2","D1003","2026-04-01",43400,84,"Near_Prime","Booked"
"APP-21CD9DC5458C","D1003","2026-04-01",46300,72,"Prime","Booked"
"APP-143D7E0D2516","D1003","2026-04-01",33400,48,"Near_Prime","Approved"
"APP-81F798F5033F","D1003","2026-04-01",43100,48,"Prime","Declined"
"APP-576C3A0A5B5D","D1003","2026-04-01",36800,72,"Near_Prime","Declined"
"APP-840A7019C482","D1003","2026-04-01",36300,60,"Prime","Booked"
"APP-257A300892B4","D1003","2026-04-01",42800,48,"Prime","Approved"
"APP-251BE4A6FACC","D1003","2026-04-01",49700,72,"Prime","Declined"
"APP-380241644414","D1003","2026-04-01",34100,72,"Prime","Declined"
"APP-A0D12A9BA54C","D1003","2026-04-01",41300,48,"Near_Prime","Booked"
"APP-763B38C343BB","D1003","2026-04-02",37300,60,"Prime","Booked"
"APP-0DD1E8AA8C7C","D1003","2026-04-02",35700,60,"Near_Prime","Booked"
"APP-05AF92944FFB","D1003","2026-04-02",44100,60,"Prime","Declined"
"APP-D8E98598DE46","D1003","2026-04-02",67200,84,"Prime","Booked"
"APP-6101EA2F8DA6","D1003","2026-04-02",51900,72,"Prime","Declined"
"APP-3D9BF8C8D567","D1003","2026-04-02",41500,48,"Prime","Approved"
"APP-E146E8E6D9C9","D1003","2026-04-02",42700,72,"Near_Prime","Booked"
"APP-F2D3C6A6B865","D1003","2026-04-02",54100,48,"Prime","Declined"
"APP-B16FD90449D6","D1003","2026-04-02",34700,60,"Subprime","Declined"
"APP-966EB4FBBFA8","D1003","2026-04-02",38900,48,"Subprime","Booked"
"APP-FD83D4379A25","D1003","2026-04-02",52800,72,"Prime","Declined"
"APP-3F8D9E980F53","D1003","2026-04-02",36400,72,"Prime","Declined"
"APP-ADCE37F4AE94","D1003","2026-04-03",36300,72,"Prime","Booked"
"APP-D4FA1F664F4A","D1003","2026-04-03",40300,60,"Prime","Approved"
"APP-C4D73F21A102","D1003","2026-04-03",45300,72,"Prime","Declined"
"APP-630FF8334AA4","D1003","2026-04-03",37200,60,"Subprime","Approved"
"APP-E27E6B3D530D","D1003","2026-04-03",51700,60,"Prime","Declined"
"APP-876A6DA1F219","D1003","2026-04-03",42100,84,"Prime","Approved"
"APP-85AA8A4AD570","D1003","2026-04-03",40500,84,"Prime","Booked"
"APP-18477FED3062","D1003","2026-04-03",46000,60,"Prime","Declined"
"APP-3F7D86874914","D1003","2026-04-03",53900,60,"Prime","Booked"
"APP-036458329531","D1003","2026-04-04",43600,72,"Subprime","Booked"
"APP-53C4F880DCA5","D1003","2026-04-04",50000,48,"Prime","Booked"
"APP-3922C6A7CBE0","D1003","2026-04-04",36200,84,"Subprime","Booked"
"APP-39307EF21B8A","D1003","2026-04-04",37600,60,"Near_Prime","Declined"
"APP-D255813341AB","D1003","2026-04-04",37600,72,"Prime","Approved"
"APP-07C9E7CE6706","D1003","2026-04-04",41600,72,"Subprime","Booked"
"APP-F11082760765","D1003","2026-04-05",40100,72,"Prime","Declined"
"APP-D2F97D9F6643","D1003","2026-04-05",45400,48,"Prime","Declined"
"APP-23E92A593AA3","D1003","2026-04-05",50700,84,"Prime","Booked"
"APP-B3721C9F5833","D1003","2026-04-05",37200,60,"Prime","Booked"
"APP-C8CEB36D3EE0","D1003","2026-04-05",47100,72,"Prime","Declined"
"APP-81C30A27F62B","D1003","2026-04-06",56300,84,"Prime","Booked"
"APP-A3C80CF14D2A","D1003","2026-04-06",38300,72,"Subprime","Declined"
"APP-98236A730C52","D1003","2026-04-06",44400,84,"Prime","Declined"
"APP-4B41540F93C7","D1003","2026-04-06",41800,60,"Prime","Booked"
"APP-2D846FBEEFB6","D1003","2026-04-06",46800,60,"Subprime","Approved"
"APP-63631FF333A5","D1003","2026-04-06",43300,84,"Prime","Approved"
"APP-E5FE65A5AB94","D1003","2026-04-06",47900,84,"Near_Prime","Declined"
"APP-62C7EC3FFA91","D1003","2026-04-06",48000,60,"Prime","Approved"
"APP-5A4531418EB0","D1003","2026-04-06",41900,48,"Prime","Booked"
"APP-250C6EB737B3","D1003","2026-04-07",50300,60,"Prime","Declined"
"APP-1BD790BF5E0F","D1003","2026-04-07",46000,72,"Prime","Declined"
"APP-4645A411638C","D1003","2026-04-07",50100,84,"Prime","Booked"
"APP-5FFCF73A1BF1","D1003","2026-04-07",39800,72,"Subprime","Declined"
"APP-D57405623F51","D1003","2026-04-07",42100,84,"Prime","Booked"
"APP-B269AEEA83C0","D1003","2026-04-07",46900,72,"Prime","Declined"
"APP-6F61CC5ADA89","D1003","2026-04-07",52700,84,"Near_Prime","Declined"
"APP-F0D64A12F519","D1003","2026-04-07",49200,60,"Prime","Declined"
"APP-E9A574D39AFF","D1003","2026-04-07",45000,72,"Near_Prime","Approved"
"APP-99AA279CC294","D1003","2026-04-07",50000,84,"Prime","Approved"
"APP-FCCB069DC8F1","D1003","2026-04-08",47300,60,"Near_Prime","Declined"
"APP-80DBE8013A60","D1003","2026-04-08",40700,48,"Prime","Booked"
"APP-3E5D70E2E9B1","D1003","2026-04-08",41800,72,"Subprime","Declined"
"APP-9370759390FA","D1003","2026-04-08",34300,60,"Subprime","Approved"
"APP-297597063095","D1003","2026-04-08",40600,48,"Prime","Declined"
"APP-8927EB473CB0","D1003","2026-04-08",27300,48,"Subprime","Declined"
"APP-5286AFC15A33","D1003","2026-04-08",46200,84,"Subprime","Declined"
"APP-D2048814202C","D1003","2026-04-08",58500,84,"Prime","Booked"
"APP-F599300001BC","D1003","2026-04-08",40500,84,"Subprime","Booked"
"APP-7C436859EB53","D1003","2026-04-08",42700,60,"Prime","Booked"
"APP-0B2B04299267","D1003","2026-04-09",44200,84,"Prime","Approved"
"APP-967B5E59830A","D1003","2026-04-09",34200,72,"Prime","Approved"
"APP-C966002AA47B","D1003","2026-04-09",48400,60,"Near_Prime","Declined"
"APP-BFD54A0BC7FC","D1003","2026-04-09",43600,72,"Prime","Approved"
"APP-B566780D386C","D1003","2026-04-09",37900,48,"Near_Prime","Declined"
"APP-226F6EE5ED69","D1003","2026-04-09",43100,60,"Prime","Booked"
"APP-25A100A6F476","D1003","2026-04-09",37100,48,"Near_Prime","Approved"
"APP-154CFF9137D0","D1003","2026-04-09",46100,48,"Prime","Declined"
"APP-D1DE174CD219","D1003","2026-04-10",46000,72,"Near_Prime","Booked"
"APP-7A724DDD29FF","D1003","2026-04-10",34800,72,"Subprime","Approved"
"APP-B492FDD8783A","D1003","2026-04-10",48100,60,"Prime","Booked"
"APP-7DDB8395221E","D1003","2026-04-10",47900,48,"Prime","Booked"
"APP-0D5356E493BC","D1003","2026-04-10",44600,72,"Prime","Declined"
"APP-D9E238B12CB4","D1003","2026-04-10",32900,72,"Subprime","Approved"
"APP-C99899104427","D1003","2026-04-10",33300,72,"Prime","Approved"
"APP-07C6904BFFAB","D1003","2026-04-10",41000,72,"Prime","Declined"
"APP-2CA1E7B2F19C","D1003","2026-04-10",49400,60,"Prime","Booked"
"APP-A1614492813F","D1003","2026-04-10",41500,84,"Subprime","Declined"
"APP-45366EF6503D","D1003","2026-04-10",39500,72,"Prime","Booked"
"APP-40F67357947A","D1003","2026-04-10",43800,72,"Near_Prime","Booked"
"APP-94A14C760845","D1003","2026-04-11",49200,60,"Prime","Declined"
"APP-23163EE8B8E0","D1003","2026-04-11",43100,60,"Prime","Declined"
"APP-2970578BB17C","D1003","2026-04-11",44900,84,"Prime","Booked"
"APP-AFFC2C4154C7","D1003","2026-04-11",41300,72,"Prime","Booked"
"APP-52F99D607367","D1003","2026-04-11",48000,60,"Prime","Approved"
"APP-6F6E6C06C1C2","D1003","2026-04-11",38800,84,"Prime","Approved"
"APP-150053BB8C5E","D1003","2026-04-12",38600,72,"Prime","Approved"
"APP-9216D4B643CC","D1003","2026-04-12",39500,48,"Prime","Declined"
"APP-A3D85FA2B931","D1003","2026-04-12",45000,72,"Near_Prime","Declined"
"APP-70BBD3D48B93","D1003","2026-04-12",35600,84,"Near_Prime","Booked"
"APP-DC8AC57E4730","D1003","2026-04-12",44500,48,"Prime","Declined"
"APP-FD81571B8E7F","D1003","2026-04-13",49800,84,"Prime","Booked"
"APP-56D22F84A519","D1003","2026-04-13",34500,60,"Subprime","Declined"
"APP-A505A4B3EB03","D1003","2026-04-13",36500,72,"Subprime","Booked"
"APP-FA06CD26C92A","D1003","2026-04-13",35300,60,"Prime","Approved"
"APP-58B986DA89DB","D1003","2026-04-13",39200,60,"Prime","Booked"
"APP-3160925B0952","D1003","2026-04-13",48200,84,"Prime","Declined"
"APP-E5D98556826C","D1003","2026-04-13",34300,84,"Near_Prime","Declined"
"APP-8675A66848CA","D1003","2026-04-13",44500,72,"Prime","Approved"
"APP-196D2860A6AE","D1003","2026-04-13",39400,84,"Prime","Declined"
"APP-68E4D857CE7F","D1003","2026-04-13",38000,84,"Prime","Declined"
